sequence_id,session_number,game_type,difficulty,accuracy,score,response_time,mistakes,accuracy_change,target_difficulty
489,4,Everyday Problem Solver,Hard,49.6,2,8.99,3,-5.66,Easy
489,5,Memory Match & Recall,Hard,33.17,3,6.77,7,-16.43,Easy
490,1,My Life Memories,Hard,36.12,2,5.27,3,0.0,Medium
490,2,Memory Match & Recall,Medium,47.69,2,7.14,3,11.57,Medium
490,3,Behaviour & Emotional Response,Easy,69.7,3,4.47,2,22.01,Medium
490,4,Everyday Problem Solver,Medium,64.25,4,3.17,2,-5.45,Medium
490,5,Story & Conversation,Easy,59.66,5,1.91,3,-4.59,Medium
491,1,My Life Memories,Medium,50.48,5,5.22,5,0.0,Medium
491,2,Memory Match & Recall,Easy,61.9,5,2.81,3,11.42,Medium
491,3,Story & Conversation,Hard,45.33,2,6.22,3,-16.57,Medium
491,4,Everyday Problem Solver,Medium,58.41,6,2.76,4,13.08,Medium
491,5,Memory Match & Recall,Easy,67.38,7,3.04,3,8.97,Medium
492,1,Story & Conversation,Easy,67.25,4,4.57,2,0.0,Medium
492,2,Memory Match & Recall,Easy,60.43,6,4.52,4,-6.82,Medium
492,3,Story & Conversation,Medium,47.85,3,6.5,3,-12.58,Medium
492,4,Everyday Problem Solver,Medium,57.31,6,6.38,4,9.46,Medium
492,5,Everyday Problem Solver,Easy,66.88,7,3.84,3,9.57,Medium
493,1,My Life Memories,Hard,41.79,4,5.11,6,0.0,Medium
493,2,Behaviour & Emotional Response,Medium,53.9,4,4.61,4,12.11,Medium
493,3,Memory Match & Recall,Medium,39.68,2,4.5,3,-14.22,Medium
493,4,Behaviour & Emotional Response,Hard,33.96,2,6.07,3,-5.72,Medium
493,5,Story & Conversation,Easy,57.39,3,5.65,3,23.43,Medium
494,1,My Life Memories,Easy,67.57,3,5.25,2,0.0,Easy
494,2,Everyday Problem Solver,Hard,53.92,3,5.84,2,-13.65,Easy
494,3,Behaviour & Emotional Response,Hard,45.01,5,3.81,5,-8.91,Easy
494,4,My Life Memories,Hard,47.02,4,5.18,4,2.01,Easy
494,5,Story & Conversation,Hard,53.28,3,5.46,2,6.26,Easy
495,1,Story & Conversation,Hard,54.64,3,5.79,3,0.0,Medium
495,2,My Life Memories,Medium,78.92,5,5.28,1,24.28,Medium
495,3,Behaviour & Emotional Response,Medium,72.96,7,4.19,3,-5.96,Medium
495,4,Story & Conversation,Hard,59.02,6,4.81,4,-13.94,Medium
495,5,Everyday Problem Solver,Hard,61.07,3,6.72,2,2.05,Medium
496,1,Memory Match & Recall,Medium,48.57,5,7.23,5,0.0,Hard
496,2,Everyday Problem Solver,Medium,60.09,5,3.33,3,11.52,Hard
496,3,Everyday Problem Solver,Easy,67.02,5,4.6,3,6.93,Hard
496,4,Behaviour & Emotional Response,Easy,81.4,5,3.02,1,14.38,Hard
496,5,Memory Match & Recall,Easy,78.53,6,6.05,2,-2.87,Hard
497,1,Everyday Problem Solver,Hard,36.91,3,4.76,5,0.0,Medium
497,2,My Life Memories,Hard,38.85,2,5.95,3,1.94,Medium
497,3,Memory Match & Recall,Hard,45.53,4,7.24,4,6.68,Medium
497,4,Behaviour & Emotional Response,Medium,50.58,3,2.73,2,5.05,Medium
497,5,Memory Match & Recall,Medium,56.44,3,5.4,2,5.86,Medium
498,1,My Life Memories,Easy,71.78,4,4.58,2,0.0,Hard
498,2,Behaviour & Emotional Response,Medium,74.33,4,5.36,2,2.55,Hard
498,3,Story & Conversation,Easy,74.5,4,3.8,2,0.17,Hard
498,4,My Life Memories,Medium,67.22,4,6.93,2,-7.28,Hard
498,5,Memory Match & Recall,Easy,78.64,5,4.35,1,11.42,Hard
499,1,Story & Conversation,Medium,59.36,4,7.38,2,0.0,Medium
499,2,My Life Memories,Hard,44.97,2,6.04,3,-14.39,Medium
499,3,Memory Match & Recall,Easy,65.99,4,1.61,2,21.02,Medium
499,4,My Life Memories,Easy,71.74,4,4.59,1,5.75,Medium
499,5,Story & Conversation,Medium,61.34,6,4.16,4,-10.4,Medium
500,1,Behaviour & Emotional Response,Medium,51.77,5,6.31,5,0.0,Medium
500,2,Story & Conversation,Medium,53.46,5,7.57,5,1.69,Medium
500,3,My Life Memories,Medium,59.82,6,3.49,4,6.36,Medium
500,4,My Life Memories,Hard,45.96,3,5.15,3,-13.86,Medium
500,5,Behaviour & Emotional Response,Easy,57.07,6,6.46,4,11.11,Medium
501,1,Everyday Problem Solver,Hard,61.75,3,6.0,2,0.0,Hard
501,2,Everyday Problem Solver,Medium,63.76,3,4.41,2,2.01,Hard
501,3,Everyday Problem Solver,Hard,66.6,5,4.51,3,2.84,Hard
501,4,Memory Match & Recall,Medium,59.86,6,4.75,4,-6.74,Hard
501,5,Memory Match & Recall,Easy,85.7,7,4.48,1,25.84,Hard
502,1,Memory Match & Recall,Medium,74.75,4,5.21,1,0.0,Medium
502,2,Story & Conversation,Easy,89.6,7,2.46,1,14.85,Medium
502,3,Story & Conversation,Easy,86.96,4,5.06,1,-2.64,Medium
502,4,Everyday Problem Solver,Easy,77.99,8,2.57,2,-8.97,Medium
502,5,Memory Match & Recall,Hard,60.45,5,5.02,3,-17.54,Medium
503,1,Story & Conversation,Easy,77.61,8,3.35,2,0.0,Medium
503,2,Memory Match & Recall,Easy,79.13,6,5.71,2,1.52,Medium
503,3,Memory Match & Recall,Hard,62.38,6,5.59,4,-16.75,Medium
503,4,My Life Memories,Medium,75.14,8,6.45,2,12.76,Medium
503,5,Story & Conversation,Medium,72.81,7,6.5,3,-2.33,Medium
504,1,Behaviour & Emotional Response,Easy,72.19,4,7.42,2,0.0,Hard
504,2,Behaviour & Emotional Response,Medium,58.32,6,4.61,4,-13.87,Hard
504,3,My Life Memories,Easy,68.76,6,5.59,2,10.44,Hard
504,4,Memory Match & Recall,Medium,77.79,8,6.88,2,9.03,Hard
504,5,My Life Memories,Easy,86.5,9,4.07,1,8.71,Hard
505,1,Story & Conversation,Medium,44.49,4,7.59,6,0.0,Medium
505,2,Story & Conversation,Medium,58.84,4,4.44,2,14.35,Medium
505,3,Memory Match & Recall,Medium,65.49,5,3.81,3,6.65,Medium
505,4,Behaviour & Emotional Response,Medium,61.46,3,4.8,2,-4.03,Medium
505,5,Everyday Problem Solver,Hard,52.35,3,5.8,2,-9.11,Medium
506,1,Behaviour & Emotional Response,Medium,38.69,4,6.45,6,0.0,Easy
506,2,Behaviour & Emotional Response,Hard,27.56,1,7.01,4,-11.13,Easy
506,3,Behaviour & Emotional Response,Easy,44.96,2,4.61,3,17.4,Easy
506,4,Story & Conversation,Medium,38.99,2,6.08,4,-5.97,Easy
506,5,Behaviour & Emotional Response,Medium,44.43,4,5.97,4,5.44,Easy
507,1,My Life Memories,Medium,80.47,8,5.18,2,0.0,Medium
507,2,Memory Match & Recall,Easy,81.83,5,4.34,1,1.36,Medium
507,3,My Life Memories,Easy,86.12,7,3.9,1,4.29,Medium
507,4,My Life Memories,Easy,88.57,4,3.12,1,2.45,Medium
507,5,Memory Match & Recall,Medium,70.57,6,4.13,2,-18.0,Medium
508,1,Everyday Problem Solver,Easy,64.81,3,4.5,2,0.0,Medium
508,2,Everyday Problem Solver,Easy,85.8,9,5.54,1,20.99,Medium
508,3,Everyday Problem Solver,Easy,85.76,7,4.78,1,-0.04,Medium
508,4,Everyday Problem Solver,Easy,84.41,4,3.46,1,-1.35,Medium
508,5,Story & Conversation,Medium,65.03,5,1.69,3,-19.38,Medium
509,1,Everyday Problem Solver,Medium,87.03,7,4.14,1,0.0,Hard
509,2,Story & Conversation,Medium,77.77,4,3.97,1,-9.26,Hard
509,3,Memory Match & Recall,Easy,93.09,6,5.61,0,15.32,Hard
509,4,My Life Memories,Medium,71.84,7,5.42,3,-21.25,Hard
509,5,Memory Match & Recall,Easy,92.13,7,4.4,1,20.29,Hard
510,1,My Life Memories,Medium,65.76,3,4.85,2,0.0,Hard
510,2,My Life Memories,Easy,77.1,5,5.55,1,11.34,Hard
510,3,Memory Match & Recall,Easy,82.4,4,4.61,1,5.3,Hard
510,4,Everyday Problem Solver,Medium,63.76,4,4.54,2,-18.64,Hard
510,5,Story & Conversation,Medium,78.28,8,4.92,2,14.52,Hard
511,1,Memory Match & Recall,Hard,68.49,4,7.0,2,0.0,Medium
511,2,Everyday Problem Solver,Medium,71.95,4,4.31,2,3.46,Medium
511,3,Everyday Problem Solver,Medium,57.57,6,4.84,4,-14.38,Medium
511,4,Behaviour & Emotional Response,Medium,72.44,4,5.39,1,14.87,Medium
511,5,My Life Memories,Hard,62.97,5,5.41,3,-9.47,Medium
512,1,Everyday Problem Solver,Easy,37.67,4,5.27,6,0.0,Easy
512,2,Story & Conversation,Medium,45.1,5,5.02,5,7.43,Easy
512,3,Story & Conversation,Hard,26.28,2,7.23,4,-18.82,Easy
512,4,Behaviour & Emotional Response,Hard,20.94,2,6.57,6,-5.34,Easy
512,5,Memory Match & Recall,Easy,44.87,2,5.68,3,23.93,Easy
513,1,Story & Conversation,Easy,74.06,4,3.47,1,0.0,Medium
513,2,Everyday Problem Solver,Medium,68.01,5,7.46,3,-6.05,Medium
513,3,My Life Memories,Easy,69.22,6,4.04,2,1.21,Medium
513,4,Story & Conversation,Medium,68.16,7,5.9,3,-1.06,Medium
513,5,Story & Conversation,Easy,74.91,6,1.5,2,6.75,Medium
514,1,Story & Conversation,Easy,94.95,8,2.15,0,0.0,Medium
514,2,Memory Match & Recall,Hard,66.24,4,7.65,2,-28.71,Medium
514,3,Memory Match & Recall,Medium,92.07,5,5.89,0,25.83,Medium
514,4,Memory Match & Recall,Medium,83.83,8,4.93,2,-8.24,Medium
514,5,Behaviour & Emotional Response,Hard,73.6,7,7.07,3,-10.23,Medium
515,1,My Life Memories,Medium,42.03,2,6.38,3,0.0,Medium
515,2,Behaviour & Emotional Response,Easy,58.1,6,6.19,4,16.07,Medium
515,3,Memory Match & Recall,Medium,45.83,5,5.07,5,-12.27,Medium
515,4,Behaviour & Emotional Response,Medium,45.83,3,5.14,3,0.0,Medium
515,5,Memory Match & Recall,Easy,53.99,4,3.98,4,8.16,Medium
516,1,Everyday Problem Solver,Medium,42.62,3,6.02,3,0.0,Easy
516,2,Memory Match & Recall,Medium,29.57,2,6.86,6,-13.05,Easy
516,3,Everyday Problem Solver,Easy,66.44,5,4.52,3,36.87,Easy
516,4,Everyday Problem Solver,Easy,49.11,5,8.0,5,-17.33,Easy
516,5,Story & Conversation,Easy,46.54,5,4.65,5,-2.57,Easy
517,1,Behaviour & Emotional Response,Easy,80.77,5,4.79,1,0.0,Medium
517,2,My Life Memories,Easy,71.2,6,3.29,2,-9.57,Medium
517,3,Behaviour & Emotional Response,Medium,63.64,4,3.78,2,-7.56,Medium
517,4,Behaviour & Emotional Response,Easy,77.48,5,3.7,1,13.84,Medium
517,5,Memory Match & Recall,Medium,59.73,3,6.53,2,-17.75,Medium
518,1,Everyday Problem Solver,Easy,54.93,3,4.36,3,0.0,Easy
518,2,Behaviour & Emotional Response,Medium,54.45,4,2.97,4,-0.48,Easy
518,3,Everyday Problem Solver,Hard,45.52,2,4.68,3,-8.93,Easy
518,4,Behaviour & Emotional Response,Medium,67.3,7,5.59,3,21.78,Easy
518,5,Memory Match & Recall,Hard,44.14,2,5.05,3,-23.16,Easy
519,1,Story & Conversation,Medium,62.1,6,4.97,4,0.0,Medium
519,2,Story & Conversation,Easy,68.62,7,4.52,3,6.52,Medium
519,3,My Life Memories,Medium,57.8,3,4.63,2,-10.82,Medium
519,4,Everyday Problem Solver,Easy,60.41,6,5.69,4,2.61,Medium
519,5,Behaviour & Emotional Response,Medium,66.22,3,4.04,2,5.81,Medium
520,1,My Life Memories,Easy,98.0,5,2.97,0,0.0,Hard
520,2,Behaviour & Emotional Response,Hard,83.12,5,6.11,1,-14.88,Hard
520,3,My Life Memories,Hard,81.85,5,5.13,1,-1.27,Hard
520,4,Everyday Problem Solver,Easy,98.0,8,3.9,0,16.15,Hard
520,5,Memory Match & Recall,Medium,97.82,5,2.43,0,-0.18,Hard
521,1,Memory Match & Recall,Medium,63.82,3,4.07,2,0.0,Medium
521,2,Behaviour & Emotional Response,Medium,51.37,4,4.55,4,-12.45,Medium
521,3,Story & Conversation,Easy,59.2,6,1.88,4,7.83,Medium
521,4,Everyday Problem Solver,Hard,44.61,2,6.11,3,-14.59,Medium
521,5,Story & Conversation,Medium,59.18,4,4.85,2,14.57,Medium
522,1,Memory Match & Recall,Medium,66.78,7,4.74,3,0.0,Hard
522,2,Memory Match & Recall,Medium,58.7,3,4.69,2,-8.08,Hard
522,3,Memory Match & Recall,Hard,55.12,3,7.55,2,-3.58,Hard
522,4,My Life Memories,Easy,71.38,4,4.55,1,16.26,Hard
522,5,Everyday Problem Solver,Easy,78.68,8,3.18,2,7.3,Hard
523,1,Memory Match & Recall,Easy,61.51,6,2.39,4,0.0,Easy
523,2,Memory Match & Recall,Easy,74.01,4,3.95,1,12.5,Easy
523,3,Behaviour & Emotional Response,Easy,74.52,7,4.38,3,0.51,Easy
523,4,My Life Memories,Easy,68.95,7,4.39,3,-5.57,Easy
523,5,Everyday Problem Solver,Hard,46.91,2,7.59,3,-22.04,Easy
524,1,My Life Memories,Medium,38.49,4,3.94,6,0.0,Easy
524,2,Behaviour & Emotional Response,Medium,44.58,4,4.75,4,6.09,Easy
524,3,Memory Match & Recall,Medium,39.55,3,6.21,5,-5.03,Easy
524,4,Behaviour & Emotional Response,Easy,54.34,3,5.19,2,14.79,Easy
524,5,Memory Match & Recall,Medium,39.77,2,3.5,3,-14.57,Easy
525,1,Behaviour & Emotional Response,Medium,59.7,4,5.77,2,0.0,Medium
525,2,Behaviour & Emotional Response,Easy,72.63,6,4.67,2,12.93,Medium
525,3,Story & Conversation,Medium,54.87,5,7.33,5,-17.76,Medium
525,4,Everyday Problem Solver,Easy,75.12,4,5.24,1,20.25,Medium
525,5,Memory Match & Recall,Easy,72.59,7,4.79,3,-2.53,Medium
526,1,Behaviour & Emotional Response,Hard,31.17,2,5.62,6,0.0,Easy
526,2,Story & Conversation,Medium,42.13,3,6.0,3,10.96,Easy
526,3,Everyday Problem Solver,Medium,36.06,3,4.39,5,-6.07,Easy
526,4,Story & Conversation,Medium,47.7,2,7.64,3,11.64,Easy
526,5,Behaviour & Emotional Response,Medium,45.63,3,5.84,3,-2.07,Easy
527,1,Memory Match & Recall,Easy,80.05,4,2.26,1,0.0,Medium
527,2,My Life Memories,Easy,70.46,4,2.49,2,-9.59,Medium
527,3,Everyday Problem Solver,Medium,46.36,4,5.49,4,-24.1,Medium
527,4,Everyday Problem Solver,Medium,63.73,6,4.65,4,17.37,Medium
527,5,Behaviour & Emotional Response,Medium,63.76,5,8.71,3,0.03,Medium
528,1,Behaviour & Emotional Response,Easy,69.19,6,3.67,2,0.0,Medium
528,2,Everyday Problem Solver,Easy,69.4,3,4.16,2,0.21,Medium
528,3,My Life Memories,Easy,66.66,3,6.65,2,-2.74,Medium
528,4,Everyday Problem Solver,Medium,67.69,7,5.12,3,1.03,Medium
528,5,Behaviour & Emotional Response,Easy,58.3,6,4.1,4,-9.39,Medium
529,1,Story & Conversation,Hard,81.62,8,6.97,2,0.0,Hard
529,2,Everyday Problem Solver,Medium,98.0,5,4.98,0,16.38,Hard
529,3,Story & Conversation,Easy,98.0,8,1.5,0,0.0,Hard
529,4,Memory Match & Recall,Medium,98.0,6,3.74,0,0.0,Hard
529,5,Story & Conversation,Medium,98.0,8,3.22,0,0.0,Hard
530,1,Memory Match & Recall,Hard,44.22,3,6.27,3,0.0,Hard
530,2,Everyday Problem Solver,Easy,60.83,4,5.95,2,16.61,Hard
530,3,Story & Conversation,Medium,55.44,4,3.05,4,-5.39,Hard
530,4,Behaviour & Emotional Response,Easy,69.87,4,4.48,2,14.43,Hard
530,5,Memory Match & Recall,Easy,72.98,6,6.05,2,3.11,Hard
531,1,Memory Match & Recall,Easy,65.74,4,3.15,2,0.0,Easy
531,2,My Life Memories,Medium,62.88,3,5.22,2,-2.86,Easy
531,3,Story & Conversation,Hard,44.93,4,3.65,4,-17.95,Easy
531,4,My Life Memories,Easy,79.62,6,2.89,2,34.69,Easy
531,5,Everyday Problem Solver,Hard,46.91,5,6.35,5,-32.71,Easy
532,1,Memory Match & Recall,Easy,43.09,3,2.11,3,0.0,Medium
532,2,Everyday Problem Solver,Easy,57.88,6,3.88,4,14.79,Medium
532,3,Story & Conversation,Easy,72.62,7,3.23,3,14.74,Medium
532,4,Everyday Problem Solver,Hard,29.02,2,5.39,4,-43.6,Medium
532,5,Behaviour & Emotional Response,Easy,59.51,4,3.96,2,30.49,Medium
533,1,Story & Conversation,Easy,73.31,6,2.76,2,0.0,Hard
533,2,Everyday Problem Solver,Hard,47.9,5,3.25,5,-25.41,Hard
533,3,Everyday Problem Solver,Medium,69.08,7,4.59,3,21.18,Hard
533,4,Behaviour & Emotional Response,Easy,79.9,8,5.85,2,10.82,Hard
533,5,Behaviour & Emotional Response,Medium,82.55,8,4.44,2,2.65,Hard
534,1,Everyday Problem Solver,Easy,39.69,3,3.96,5,0.0,Easy
534,2,Behaviour & Emotional Response,Medium,30.65,3,4.42,7,-9.04,Easy
534,3,My Life Memories,Easy,42.17,4,4.2,6,11.52,Easy
534,4,Behaviour & Emotional Response,Medium,33.78,2,5.48,4,-8.39,Easy
534,5,Everyday Problem Solver,Hard,29.25,3,4.97,7,-4.53,Easy
535,1,Everyday Problem Solver,Medium,73.19,6,2.97,2,0.0,Hard
535,2,My Life Memories,Hard,70.85,4,4.75,2,-2.34,Hard
535,3,Story & Conversation,Easy,93.99,5,1.5,0,23.14,Hard
535,4,Everyday Problem Solver,Medium,91.92,7,5.57,1,-2.07,Hard
535,5,My Life Memories,Medium,76.06,5,3.12,1,-15.86,Hard
536,1,Behaviour & Emotional Response,Easy,90.66,7,3.27,1,0.0,Hard
536,2,My Life Memories,Medium,72.99,7,4.5,3,-17.67,Hard
536,3,My Life Memories,Medium,86.72,9,5.66,1,13.73,Hard
536,4,Story & Conversation,Easy,91.19,5,2.45,0,4.47,Hard
536,5,Everyday Problem Solver,Medium,93.79,8,5.96,0,2.6,Hard
537,1,Memory Match & Recall,Medium,42.92,2,5.2,3,0.0,Easy
537,2,Story & Conversation,Hard,32.48,2,5.96,3,-10.44,Easy
537,3,Story & Conversation,Hard,15.0,1,6.0,4,-17.48,Easy
537,4,Memory Match & Recall,Easy,57.29,3,3.47,2,42.29,Easy
537,5,Behaviour & Emotional Response,Easy,50.1,3,4.39,3,-7.19,Easy
538,1,Story & Conversation,Easy,40.03,3,3.6,5,0.0,Easy
538,2,Everyday Problem Solver,Medium,24.53,1,5.2,5,-15.5,Easy
538,3,Behaviour & Emotional Response,Hard,18.55,1,6.64,4,-5.98,Easy
538,4,Story & Conversation,Easy,33.09,3,3.66,5,14.54,Easy
538,5,My Life Memories,Hard,18.79,1,3.9,4,-14.3,Easy
539,1,My Life Memories,Medium,63.09,4,6.5,2,0.0,Medium
539,2,My Life Memories,Easy,82.16,5,5.12,1,19.07,Medium
539,3,My Life Memories,Easy,83.18,8,2.23,2,1.02,Medium
539,4,My Life Memories,Easy,79.02,4,5.17,1,-4.16,Medium
539,5,Story & Conversation,Hard,64.69,6,7.2,4,-14.33,Medium
540,1,My Life Memories,Easy,70.25,7,3.48,3,0.0,Hard
540,2,Behaviour & Emotional Response,Easy,78.17,5,1.6,1,7.92,Hard
540,3,Behaviour & Emotional Response,Hard,67.09,5,6.29,3,-11.08,Hard
540,4,Memory Match & Recall,Medium,77.91,6,2.98,2,10.82,Hard
540,5,Story & Conversation,Easy,89.52,9,6.96,1,11.61,Hard
541,1,My Life Memories,Medium,44.82,4,5.14,4,0.0,Easy
541,2,Story & Conversation,Medium,32.42,2,5.83,3,-12.4,Easy
541,3,Everyday Problem Solver,Easy,58.19,5,3.81,3,25.77,Easy
541,4,Behaviour & Emotional Response,Medium,51.68,5,3.09,5,-6.51,Easy
541,5,My Life Memories,Easy,47.22,5,4.79,5,-4.46,Easy
542,1,Memory Match & Recall,Medium,56.08,3,6.02,3,0.0,Medium
542,2,My Life Memories,Easy,75.07,8,5.43,2,18.99,Medium
542,3,Story & Conversation,Easy,72.64,4,5.14,1,-2.43,Medium
542,4,Behaviour & Emotional Response,Easy,72.21,7,6.89,3,-0.43,Medium
542,5,Memory Match & Recall,Easy,71.51,4,6.95,1,-0.7,Medium
543,1,My Life Memories,Easy,62.27,4,6.14,2,0.0,Hard
543,2,Story & Conversation,Medium,62.78,3,6.02,2,0.51,Hard
543,3,My Life Memories,Easy,80.87,4,4.76,1,18.09,Hard
543,4,Everyday Problem Solver,Easy,71.47,7,5.6,3,-9.4,Hard
543,5,My Life Memories,Easy,76.53,4,5.21,1,5.06,Hard
544,1,Everyday Problem Solver,Medium,30.38,3,4.49,7,0.0,Easy
544,2,Memory Match & Recall,Medium,39.11,2,5.93,4,8.73,Easy
544,3,Everyday Problem Solver,Hard,20.13,2,6.72,6,-18.98,Easy
544,4,My Life Memories,Hard,15.0,2,8.13,8,-5.13,Easy
544,5,Everyday Problem Solver,Medium,45.64,4,5.61,4,30.64,Easy
545,1,Behaviour & Emotional Response,Easy,90.44,9,3.32,1,0.0,Hard
545,2,Story & Conversation,Easy,95.6,6,4.76,0,5.16,Hard
545,3,My Life Memories,Easy,94.49,9,4.89,1,-1.11,Hard
545,4,Behaviour & Emotional Response,Hard,78.19,6,4.48,2,-16.3,Hard
545,5,Behaviour & Emotional Response,Hard,80.97,8,6.69,2,2.78,Hard
546,1,My Life Memories,Medium,69.49,3,3.48,2,0.0,Hard
546,2,Story & Conversation,Medium,66.88,7,3.56,3,-2.61,Hard
546,3,Story & Conversation,Medium,58.89,5,4.27,3,-7.99,Hard
546,4,My Life Memories,Medium,61.42,4,4.35,2,2.53,Hard
546,5,My Life Memories,Easy,77.29,8,5.39,2,15.87,Hard
547,1,My Life Memories,Medium,45.67,3,6.5,3,0.0,Medium
547,2,Behaviour & Emotional Response,Easy,61.66,3,4.44,2,15.99,Medium
547,3,Everyday Problem Solver,Hard,48.86,3,6.15,3,-12.8,Medium
547,4,Story & Conversation,Hard,54.25,4,6.44,4,5.39,Medium
547,5,Memory Match & Recall,Medium,56.01,3,7.67,3,1.76,Medium
548,1,My Life Memories,Medium,62.03,3,6.16,2,0.0,Hard
548,2,Story & Conversation,Easy,75.91,4,4.87,1,13.88,Hard
548,3,Behaviour & Emotional Response,Medium,80.87,6,4.52,2,4.96,Hard
548,4,My Life Memories,Medium,65.51,5,5.12,3,-15.36,Hard
548,5,Everyday Problem Solver,Medium,75.34,8,3.09,2,9.83,Hard
549,1,Memory Match & Recall,Easy,36.99,4,2.74,6,0.0,Easy
549,2,My Life Memories,Easy,39.47,4,5.29,6,2.48,Easy
549,3,Everyday Problem Solver,Medium,28.17,1,3.56,4,-11.3,Easy
549,4,Story & Conversation,Easy,45.43,3,5.67,3,17.26,Easy
549,5,Story & Conversation,Medium,26.35,3,6.27,7,-19.08,Easy
550,1,My Life Memories,Medium,77.98,4,6.34,1,0.0,Hard
550,2,Behaviour & Emotional Response,Medium,86.97,9,4.38,1,8.99,Hard
550,3,Everyday Problem Solver,Medium,75.92,6,4.39,2,-11.05,Hard
550,4,Everyday Problem Solver,Easy,86.77,4,6.15,1,10.85,Hard
550,5,Behaviour & Emotional Response,Easy,80.19,6,3.33,2,-6.58,Hard
551,1,Memory Match & Recall,Medium,86.78,9,4.37,1,0.0,Hard
551,2,Everyday Problem Solver,Easy,97.28,5,4.63,0,10.5,Hard
551,3,Story & Conversation,Easy,98.0,8,4.31,0,0.72,Hard
551,4,Everyday Problem Solver,Easy,98.0,5,7.39,0,0.0,Hard
551,5,Behaviour & Emotional Response,Easy,98.0,5,4.28,0,0.0,Hard
552,1,Behaviour & Emotional Response,Medium,68.65,3,7.82,2,0.0,Medium
552,2,My Life Memories,Medium,73.42,7,4.59,3,4.77,Medium
552,3,Memory Match & Recall,Medium,68.82,3,6.27,2,-4.6,Medium
552,4,My Life Memories,Medium,80.54,5,4.26,1,11.72,Medium
552,5,Story & Conversation,Hard,68.3,4,3.94,2,-12.24,Medium
553,1,Memory Match & Recall,Easy,75.49,4,6.44,1,0.0,Medium
553,2,Memory Match & Recall,Easy,69.65,4,2.91,2,-5.84,Medium
553,3,Memory Match & Recall,Easy,70.4,4,2.83,1,0.75,Medium
553,4,Everyday Problem Solver,Medium,75.29,4,6.76,1,4.89,Medium
553,5,My Life Memories,Medium,70.7,6,6.4,2,-4.59,Medium
554,1,Story & Conversation,Medium,61.44,4,4.61,2,0.0,Medium
554,2,Behaviour & Emotional Response,Easy,71.65,7,2.57,3,10.21,Medium
554,3,My Life Memories,Easy,76.59,5,4.34,1,4.94,Medium
554,4,Memory Match & Recall,Medium,70.98,4,5.04,2,-5.61,Medium
554,5,Memory Match & Recall,Medium,67.03,5,3.92,3,-3.95,Medium
555,1,Memory Match & Recall,Medium,65.51,7,3.6,3,0.0,Medium
555,2,Everyday Problem Solver,Easy,73.11,6,4.69,2,7.6,Medium
555,3,Behaviour & Emotional Response,Medium,59.77,3,4.32,2,-13.34,Medium
555,4,Everyday Problem Solver,Medium,66.97,7,3.6,3,7.2,Medium
555,5,Memory Match & Recall,Medium,69.18,4,3.87,2,2.21,Medium
556,1,Story & Conversation,Hard,77.97,6,4.64,2,0.0,Medium
556,2,My Life Memories,Medium,80.65,5,3.98,1,2.68,Medium
556,3,Story & Conversation,Easy,95.19,8,2.72,0,14.54,Medium
556,4,My Life Memories,Easy,93.33,5,3.21,0,-1.86,Medium
556,5,Behaviour & Emotional Response,Hard,68.7,7,4.51,3,-24.63,Medium
557,1,My Life Memories,Medium,67.31,4,5.62,2,0.0,Medium
557,2,Behaviour & Emotional Response,Medium,71.77,4,4.79,1,4.46,Medium
557,3,Everyday Problem Solver,Easy,86.22,4,3.4,1,14.45,Medium
557,4,Story & Conversation,Easy,88.1,9,6.13,1,1.88,Medium
557,5,Everyday Problem Solver,Medium,73.67,4,6.32,1,-14.43,Medium
558,1,Everyday Problem Solver,Medium,77.57,6,3.13,2,0.0,Hard
558,2,Everyday Problem Solver,Easy,95.78,6,3.58,0,18.21,Hard
558,3,Memory Match & Recall,Easy,98.0,10,4.26,0,2.22,Hard
558,4,Story & Conversation,Easy,92.16,7,2.89,1,-5.84,Hard
558,5,Memory Match & Recall,Medium,95.01,10,4.05,0,2.85,Hard
559,1,Story & Conversation,Medium,66.39,4,4.39,2,0.0,Medium
559,2,Story & Conversation,Easy,71.88,4,4.41,2,5.49,Medium
559,3,Behaviour & Emotional Response,Easy,77.76,5,5.09,1,5.88,Medium
559,4,Everyday Problem Solver,Medium,63.84,6,5.07,4,-13.92,Medium
559,5,Behaviour & Emotional Response,Easy,74.43,7,2.63,3,10.59,Medium
560,1,Memory Match & Recall,Easy,85.22,9,3.26,1,0.0,Medium
560,2,Memory Match & Recall,Hard,48.73,2,4.87,3,-36.49,Medium
560,3,Everyday Problem Solver,Hard,59.21,4,6.36,2,10.48,Medium
560,4,Memory Match & Recall,Easy,77.41,5,3.28,1,18.2,Medium
560,5,Everyday Problem Solver,Medium,70.42,7,3.06,3,-6.99,Medium
561,1,My Life Memories,Easy,77.38,5,2.88,1,0.0,Medium
561,2,Everyday Problem Solver,Medium,54.46,3,6.96,3,-22.92,Medium
561,3,Story & Conversation,Easy,71.48,7,5.79,3,17.02,Medium
561,4,Everyday Problem Solver,Easy,75.73,8,4.2,2,4.25,Medium
561,5,Memory Match & Recall,Hard,58.78,5,4.77,3,-16.95,Medium
562,1,My Life Memories,Medium,59.7,6,3.44,4,0.0,Medium
562,2,My Life Memories,Medium,65.51,7,4.66,3,5.81,Medium
562,3,Everyday Problem Solver,Hard,52.05,5,4.43,5,-13.46,Medium
